paragraphs,question,answer
"[{'idx': 0, 'title': 'Lịch sử Hoa Kỳ', 'paragraph_text': 'Người ta không biết đích xác rằng bằng cách nào hay khi nào người bản địa Mỹ đầu tiên đến định cư tại châu Mỹ và tại lãnh thổ ngày nay là Hoa Kỳ. Giả thiết phổ biến hơn hết cho rằng người bản địa di cư từ lục địa Á-Âu bằng cách đi qua Beringia, một cầu lục địa khi đó nối liền vùng Siberi đến khu vực ngày nay là Alaska, và rồi sau đó phân tán về phía nam ra khắp châu Mỹ. Cuộc di cư này có thể đã bắt đầu khoảng 30 ngàn năm về trước và tiếp tục cho đến 10 ngàn năm trước đây khi cầu lục địa ở dưới mực nước biển do kết thúc thời kỳ băng hà cuối cùng. Những cư dân đầu tiên này, được gọi là người ""Paleoamericans"", chẳng bao lâu sau đó đa dạng hóa thành hàng trăm dân tộc và bộ lạc có nền văn hóa riêng biệt.', 'is_supporting': False}]",Tên gọi nào đã dùng để gọi châu Mỹ của những cư dân đầu tiên?,'Paleoamericans'
"[{'idx': 0, 'title': 'Bồ Đào Nha', 'paragraph_text': 'Trong 300 năm sau đó, toàn bộ bán đảo Iberia thuộc quyền cai trị của người Visigoth. Giai đoạn này kéo dài cho đến năm 711, khi Quốc vương Roderic (Rodrigo) tử trận trong cuộc kháng chiến chống lại một cuộc xâm lược của người Moor Hồi giáo từ phía nam. Trong nhiều nhóm German định cư tại miền tây Iberia, người Suebi để lại di sản văn hoá bền vững mạnh mẽ nhất tại Bồ Đào Nha, Galicia và Asturias hiện nay. Theo Dan Stanislawski, cách thức sinh hoạt của người Bồ Đào Nha tại các vùng phía bắc sông Tagus (Tejo) hầu hết là kế thừa từ người Suebi, trong đó các nông trại nhỏ chiếm ưu thế, khác biệt so với các điền trang lớn tại miền nam Bồ Đào Nha. Bracara (Augusta) trở thành kinh đô của người Suebi, địa điểm này là thủ phủ cũ của Gallaecia và nay là thành phố Braga. Orosius trong thời gian sinh sống tại Hispania ghi lại rằng công cuộc định cư ban đầu diễn ra khá thanh bình, những người mới đến canh tác trên đất của họ hoặc làm vệ sĩ cho cư dân địa phương.', 'is_supporting': False}]","Trong 300 năm sau đó, người Visigoth đã kế thừa được toàn bộ bán đào nào?",'Iberia'
"[{'idx': 0, 'title': 'Nhà Trần', 'paragraph_text': 'Có thể nói trong các triều đại Việt Nam, Chiêm Thành không lúc nào không quấy phá và cuộc chiến tranh giữa hai nước vẫn thường xuyên xảy ra. Lúc nhà Trần lên ngôi, nước Chiêm Thành vẫn giữ lệ triều cống và giao hòa. Trong đời vua Trần Nhân Tông, sau khi chinh phạt Chiêm Thành, thì giữa Đại Việt và nước Chiêm Thành có sự qua lại tốt đẹp. Đến đời vua Trần Anh Tông, lúc bấy giờ Trần Nhân Tông đã lên làm thái thượng hoàng và trong lúc sang thăm vãn cảnh nước Chiêm và để cho tình giao hảo của hai nước trở nên bền vững hơn, nhà Trần đã gả công chúa Huyền Trân cho vua Chiêm Thành là Chế Mân vào năm 1306. Chế Mân dâng châu Ô và châu Rí cho Đại Việt. Vua Trần Anh Tông đổi tên là Thuận Châu và Hóa Châu rồi đặt quan cai trị cũng như cho di dân sang ở. Một năm sau, Chế Mân chết. Theo tục lệ Chiêm Thành thì hoàng hậu phải bị hỏa thiêu chết theo. Vua Trần Anh Tông sai tướng Trần Khắc Chung giả tiếng vào thăm rồi tìm kế rước về.', 'is_supporting': False}]",Mối quan hệ giữa Đại Việt và Chiêm Thành như thế nào sau sự thất bại trước Chiêm Thành ở đời vua Trần Nhân Tông?,'qua lại tốt đẹp'
"[{'idx': 0, 'title': 'Albert Einstein', 'paragraph_text': 'Trong cùng năm, Mileva Marić, người vợ tương lai của Einstein, cũng vào trường ETH để học làm giáo viên Toán và Vật lý, và là thiếu nữ duy nhất trong 6 sinh viên của lớp học. Tình bạn của hai người phát triển thành tình yêu trong các năm sau đó và họ đã cùng nhau đọc các sách Vật lý mà Einstein đang quan tâm đến. Năm 1900, Einstein tốt nghiệp cử nhân sư phạm ETH Zurich, nhưng Marić lại trượt bài thi do có điểm kém trong chuyên đề Lý thuyết hàm. Đã có những ý kiến cho rằng Mileva Marić hỗ trợ cùng Einstein trong các bài báo đột phá năm 1905, nhưng các nhà lịch sử Vật lý học không tìm thấy một chứng cứ nào cho những đóng góp của bà.', 'is_supporting': True}]",Tại sao Marić lại trượt bài thi?,
"[{'idx': 0, 'title': 'Birmingham', 'paragraph_text': 'Quá trình Birmingham phát triển thành một trung tâm đô thị và thương mại quan trọng bắt đầu vào năm 1166, khi Lãnh chúa thái ấp Peter de Bermingham nhận được đặc quyền lập chợ tại thành trì của ông, và sau đó hình thành một phố chợ có quy hoạch và đô thị thái ấp trong lãnh địa, quanh địa điểm Bull Ring ngày nay. Sự kiện này biến Birmingham thành trung tâm thương mại chủ yếu của cao nguyên Birmingham vào đương thời, trong khi kinh tế khu vực được mở rộng nhanh chóng, dân số tăng trưởng dẫn đến phát quang, trồng trọt và định cư tại các vùng đất không thuận lợi trước đây. Trong vòng một thế kỷ sau đó, Birmingham phát triển thành một trung tâm đô thị thịnh vượng với các thương gia và thợ thủ công. Đến năm 1327, đây là thị trấn lớn thứ ba tại Warwickshire, và duy trì vị thế này trong 200 năm sau đó.', 'is_supporting': True}]","Vào thế kỉ XIV, Birmingham trở thành thị trấn lớn thứ mấy tại Warwickshire?",
"[{'idx': 0, 'title': 'Michael Jackson', 'paragraph_text': 'Cùng năm, đứa con thứ ba của Jackson, Prince Michael Jackson Jr II (biệt danh ""Blanket"") ra đời. Jackson chưa bao giờ tiết lộ danh tính của mẹ đứa trẻ, chỉ khẳng định đây là kết quả của quá trình thụ tinh trong ống nghiệm từ người phụ nữ và tinh trùng của ông. Ngày 20 tháng 11 năm đó, Jackson đem con trai mình ra trước ban công nơi Khách sạn Adlon, Berlin; ông bế con mình bằng tay phải và giơ con mình ra ngoài lan can ban công trong một khoảnh khắc ngắn để khoe với những người hâm mộ bên dưới. Hành động liều lĩnh đã bị dư luận chỉ trích. Jackson sau đó đã xin lỗi về vụ việc, gọi đó là ""một sai lầm tồi tệ"". Sony phát hành Number Ones, một đĩa hát tập hợp các ca khúc thành công của Jackson dưới định dạng CD và DVD. Tại Hoa Kỳ, album đạt 3 lần chứng nhận Bạch kim bởi RIAA; 6 lần chứng nhận Bạch kim tại Vương quốc Liên hiệp Anh với doanh số 1.2 triệu bản.', 'is_supporting': True}]",Number Ones đã có những thành công gì?,
"[{'idx': 0, 'title': 'Thổ Nhĩ Kỳ', 'paragraph_text': 'Hàng trăm kênh truyền hình, hàng nghìn đài phát thanh địa phương và quốc gia, cùng báo chí, một ngành điện ảnh phong phú và sinh lợi, phát triển nhanh chóng của internet băng thông rộng tạo một ngành truyền thông sôi động tại Thổ Nhĩ Kỳ. Năm 2003, tổng cộng có 257 đài truyền hình và 1.100 đài phát thanh được cấp phép hoạt động, và các đài khác hoạt động mà không được cấp phép. Trong số các đài được cấp phép, có 16 đài truyền hình và 36 đài phát thanh tiếp cận khán giả toàn quốc. Đa số khán giả được phân chia giữa đài công cộng TRT và các kênh kiểu mạng lưới như Kanal D, Show TV, ATV và Star TV. Truyền thông quảng bá có độ thâm nhập rất cao do các hệ thống chảo vệ tinh và cáp hiện hữu rộng rãi. Hội đồng Tối cao Phát thanh và Truyền hình là một thể chế của chính phủ có trách nhiệm quản lý truyền thông quảng bá. Tính theo lưu thông, các nhật báo phổ biến nhất là Zaman, Posta, Hürriyet, Sözcü, Sabah và Habertürk. Phim truyền hình Thổ Nhĩ Kỳ ngày càng trở nên phổ biến bên ngoài biên giới Thổ Nhĩ Kỳ, và nằm trong các mặt hàng xuất khẩu quan trọng nhất của quốc gia cả về lợi nhuận và các quan hệ công chúng. Freedom House xếp hạng truyền thông Thổ Nhĩ Kỳ là không tự do.', 'is_supporting': True}]",Phần lớn người dân Thổ Nhĩ Kỳ thường theo dõi các đài truyền hình nào?,
"[{'idx': 0, 'title': 'Chiến tranh Triều Tiên', 'paragraph_text': 'Vào ngày 8 tháng 9 năm 1945, trung tướng John R. Hodge của Hoa Kỳ đến Incheon để tiếp nhận sự đầu hàng của Nhật Bản ở phía nam vĩ tuyến 38. Được bổ nhiệm làm thống đốc quân đội, Tướng Hodge đã trực tiếp kiểm soát miền nam Triều Tiên với tư cách là người đứng đầu Chính phủ Quân đội Hoa Kỳ tại Triều Tiên (USAMGIK 1945-48). Ông đã cố gắng thiết lập sự kiểm soát bằng cách khôi phục lại sự cai trị của Nhật Bản đối với khu vực này, nhưng trước những cuộc biểu tình của người dân Triều Tiên, ông đã nhanh chóng đảo ngược quyết định. USAMGIK từ chối công nhận chính phủ lâm thời của Cộng hòa Nhân dân Triều Tiên ở miền Bắc (PRK) do tư tưởng chống cộng của họ.', 'is_supporting': True}]",Vì sao quyền kiểm soát của Nhật tại Triều Tiên không được khôi phục?,
"[{'idx': 0, 'title': 'Người Do Thái', 'paragraph_text': '3. Chính sách của người Assyria là trục xuất và thay thế sắc dân trên các dân tộc đã bị chinh phục, và ước tính khoảng 4.500.000 người trong số những người bị giam cầm phải chịu sự thay thế sắc dân trong ba thế kỷ theo luật lệ Assyria. Đối với Israel, Tiglath-Pileser III tuyên bố ông đã trục xuất 80% dân số của tiểu vùng hạ lưu Galilee, khoảng 13.520 người. Khoảng 27.000 người Do Thái, 20-25% dân số của Vương quốc Israel, được mô tả là bị trục xuất bởi Sargon II, và được thay thế bởi các nhóm sắc dân bị trục xuất khác và người Do Thái bị lưu đày vĩnh viễn bởi Assyria đến các tỉnh Thượng lưu Mesopotamian của Đế chế Assyrian,', 'is_supporting': True}]",Tiglath-Pileser III tuyên bố ông đã trục xuất bao nhiêu phần trăm dân số của tiểu vùng hạ lưu Galilee?,
"[{'idx': 0, 'title': 'Cục Điều tra Liên bang', 'paragraph_text': 'Trong hơn 2,500 vụ án sử dụng biện pháp phân tích, có thể có hơn hàng trăm ngàn vụ nà phòng thí nghiệm FBI sử dụng biện pháp trên để cung cấp chứng cứ pháp lý trước tòa án. Mỗi trường hợp, bằng chứng có thể đã sai và làm chệch hướng điều tra. Chính phủ Hoa Kỳ đã phải ban bố nghĩa vụ pháp lý để thông báo cho các bị can biết bất kỳ thông tin nào mà họ có thể cung cấp về sự vô tội của mình ngay cả khi họ đã bị kết án. Chỉ duy nhất có FBI xác nhận được vụ án nào có sử dụng phân tích đầu đạn, nhưng Cục không công bố thông tin trên.', 'is_supporting': True}]",Các bằng chứng trước tòa thường được cung cấp bới cơ quan nào?,
"[{'idx': 0, 'title': 'Tiếng Anh', 'paragraph_text': 'Tiếng Anh cổ rất khác với tiếng Anh hiện đại và người bản ngữ thế kỷ XXI cũng không thể hiểu được. Ngữ pháp của nó giống với của tiếng Đức hiện đại, và ngôn ngữ gần với nó nhất là tiếng Frisia cổ. Danh từ, tính từ, đại từ, và động từ đều có nhiều đuôi và dạng biến tố, và thứ tự từ thì tự do hơn nhiều so với tiếng Anh hiện đại. Tiếng Anh hiện đại lưu giữ dạng cách ngữ pháp của đại từ (he, him, his) và một vài đuôi động từ (I have, he has), nhưng tiếng Anh cổ thì còn biến tố danh từ dựa trên cách, và động từ biến tố nhiều hơn dựa trên ngôi và số.', 'is_supporting': True}]",Tiếng Anh cổ giống với văn phạm của ngôn ngữ nào ngày nay?,
"[{'idx': 0, 'title': 'Edward I của Anh', 'paragraph_text': 'Edward I là một người cao lớn trong thời đại của mình, vì thế có biệt danh ""Longshanks"". Tính khí của ông thất thường, và điều đó, cùng với chiều cao của ông, khiến ông trở thành một người đáng sợ, và ông thường đem đến nỗi sợ hãi cho người cùng thời với ông. Tuy nhiên, ông dành sự tôn trọng cho các thần dân và thể hiện là một vị vua thành công, như một người lính, một nhà cai trị và một người sùng đạo. Các sử gia hiện đại khi đánh giá về Edward I chia ra hai luồng ý kiến: trong khi một số khen ngợi ông vì những đóng góp của ông cho pháp luật và hành chính, những người khác chỉ trích ông vì thái độ kiên quyết đối với giới quý tộc. Hiện nay, Edward I được ghi nhận là đã có được nhiều thành tựu trong thời gian trị vì, bao gồm cả trung hưng quyền lực hoàng gia sau thời Henry III, thiết lạp Quốc hội là một tổ chức thường trực và vì thế cũng là một hệ thống để tăng thuế, và cải cách pháp luật thông qua các đạo luật. Cùng lúc đó, ông cũng bị chỉ trích bởi những hành động khác, chẳng hạn những hành vi tàn bạo đối với người Scots, và ban hành Sắc lệnh Trục xuất năm 1290, đuổi cổ người Do Thái ra khỏi nước Anh. Sắc lệnh vẫn có hiệu lực suốt phần còn lại của thời Trung Cổ, và kéo dài hơn 350 năm cho đến khi nó bị bãi bỏ bởi Oliver Cromwell năm 1656.', 'is_supporting': True}]",Nguyên nhân nào khiến người Do Thái không thể ở Anh trong giai đoạn năm 1290 - 1656?,
